Candidate	Party	Rank	Gender	Norwegian	Ethnicity	Birth Year	Priority	County	Code	Municipality
Øyvind Ruud	KRF	18	Male	Norsk		1944	No	Akershus	0230	Lørenskog
Hanne Synnøve F Steger	KRF	19	Female	Norsk		1962	No	Akershus	0230	Lørenskog
Frank Kennet Øren	KRF	20	Male	Norsk		1965	No	Akershus	0230	Lørenskog
Leif Johan Larsen	KRF	21	Male	Norsk		1934	No	Akershus	0230	Lørenskog
Mette Synnøve Korsrud	LVH	1	Female	Norsk		1941	Yes	Akershus	0230	Lørenskog
Kjell Rønningen	LVH	2	Male	Norsk		1951	Yes	Akershus	0230	Lørenskog
Tove Hungnes	LVH	3	Female	Norsk		1970	No	Akershus	0230	Lørenskog
Lars Raae Jakobsen	LVH	4	Male	Norsk		1964	No	Akershus	0230	Lørenskog
Mona Dehli	LVH	5	Female	Norsk		1967	No	Akershus	0230	Lørenskog
Rune Nils Wennevold	LVH	6	Male	Norsk		1953	No	Akershus	0230	Lørenskog
Renate C Gjelseth Løberg	LVH	7	Female	Norsk		1966	No	Akershus	0230	Lørenskog
Ola Løberg	LVH	8	Male	Norsk		1957	No	Akershus	0230	Lørenskog
Marianne Korsrud	LVH	9	Female	Norsk		1967	No	Akershus	0230	Lørenskog
Steffan P Thorvaldsen	LVH	10	Male	Norsk		1984	No	Akershus	0230	Lørenskog
Berit Hjørnevik	LVH	11	Female	Norsk		1948	No	Akershus	0230	Lørenskog
Bjørn Hatling	LVH	12	Male	Norsk		1942	No	Akershus	0230	Lørenskog
Christen Jordet	LVH	13	Male	Norsk		1937	No	Akershus	0230	Lørenskog
Svein Erik Pedersen	LVH	14	Male	Norsk		1945	No	Akershus	0230	Lørenskog
Ragnhild Solheim	LVH	15	Female	Norsk		1971	No	Akershus	0230	Lørenskog
Trond Rinnan	LVH	16	Male	Norsk		1942	No	Akershus	0230	Lørenskog
Beate Walberg Felpeto	LVH	17	Female	Norsk		1969	No	Akershus	0230	Lørenskog
Roar Eide	LVH	18	Male	Norsk		1943	No	Akershus	0230	Lørenskog
Asbjørn Svein Myklebust	LVH	19	Male	Norsk		1934	No	Akershus	0230	Lørenskog
Eva M Løveid Røe Mølster	LVH	20	Female	Norsk		1972	No	Akershus	0230	Lørenskog
Bøye Einang	LVH	21	Male	Norsk		1968	No	Akershus	0230	Lørenskog
Anne Marie Faul Damhaug	LVH	22	Female	Norsk		1943	No	Akershus	0230	Lørenskog
Steinar Finn Godager	LVH	23	Male	Norsk		1952	No	Akershus	0230	Lørenskog
Kai Øivind Brenden	LVH	24	Male	Norsk		1976	No	Akershus	0230	Lørenskog
Øystein Gjøs	LVH	25	Male	Norsk		1969	No	Akershus	0230	Lørenskog
Oddveig Helen Olsen	R	1	Female	Norsk		1958	No	Akershus	0230	Lørenskog
Ole Sverre Wiker	R	2	Male	Norsk		1969	No	Akershus	0230	Lørenskog
Eva Skevik	R	3	Female	Norsk		1945	No	Akershus	0230	Lørenskog
Tord Åsmund Jarsve	R	4	Male	Norsk		1992	No	Akershus	0230	Lørenskog
Marianne Søbye	R	5	Female	Norsk		1958	No	Akershus	0230	Lørenskog
Kari Sofie Jenssen	R	6	Female	Norsk		1957	No	Akershus	0230	Lørenskog
Christina Campo	R	7	Female	Norsk		1993	No	Akershus	0230	Lørenskog
Helge Skjønsberg	R	8	Male	Norsk		1952	No	Akershus	0230	Lørenskog
Karin Beate Pettersen	R	9	Female	Norsk		1957	No	Akershus	0230	Lørenskog
Alf-Bernt Pedersen	R	10	Male	Norsk		1961	No	Akershus	0230	Lørenskog
Jørgen Melbye	R	11	Male	Norsk		1956	No	Akershus	0230	Lørenskog
Ingeborg K H Skjønsberg	R	12	Female	Norsk		1948	No	Akershus	0230	Lørenskog
Ottar Solberg	R	13	Male	Norsk		1944	No	Akershus	0230	Lørenskog
Inger Betsy Torp	SP	1	Female	Norsk		1957	Yes	Akershus	0230	Lørenskog
Tore Ruud	SP	2	Male	Norsk		1954	No	Akershus	0230	Lørenskog
Solveig H Bjørnholt	SP	3	Female	Norsk		1967	No	Akershus	0230	Lørenskog
Morten Nordli	SP	4	Male	Norsk		1969	No	Akershus	0230	Lørenskog
Ole Haug	SP	5	Male	Norsk		1965	No	Akershus	0230	Lørenskog
Liv Monica B Stubholt	SP	6	Female	Norsk		1961	No	Akershus	0230	Lørenskog
Trond Arne Reierstad	SP	7	Male	Norsk		1958	No	Akershus	0230	Lørenskog
Karstein Brøndbo	SP	8	Male	Norsk		1963	No	Akershus	0230	Lørenskog
Tor Johan Røri	SP	9	Male	Norsk		1954	No	Akershus	0230	Lørenskog
Herlaug O Johanne Nordli	SP	10	Female	Norsk		1943	No	Akershus	0230	Lørenskog
Tore Andreas Reierstad	SP	11	Male	Norsk		1930	No	Akershus	0230	Lørenskog
Astrid Fiskvik	SP	12	Female	Norsk		1938	No	Akershus	0230	Lørenskog
Arne Jørgen Bjørnholt	SP	13	Male	Norsk		1959	No	Akershus	0230	Lørenskog
Martin Georg Bjerke	SV	1	Male	Norsk		1955	Yes	Akershus	0230	Lørenskog
Tom Christian Axelsen	SV	2	Male	Norsk		1962	Yes	Akershus	0230	Lørenskog
Reidun Valen	SV	3	Female	Norsk		1962	No	Akershus	0230	Lørenskog
Ingvill E Larsen Øvrewall	SV	4	Female	Norsk		1960	No	Akershus	0230	Lørenskog
Gøril Rosvoll Myhre	SV	5	Female	Norsk		1966	No	Akershus	0230	Lørenskog
Andreas Ch Halse	SV	6	Male	Norsk		1986	No	Akershus	0230	Lørenskog
Anne Turid Thodesen	SV	7	Female	Norsk		1954	No	Akershus	0230	Lørenskog
Finn Arne Michelsen	SV	8	Male	Norsk		1965	No	Akershus	0230	Lørenskog
Kristin Elin Walseth	SV	9	Female	Norsk		1971	No	Akershus	0230	Lørenskog
Mehmet Sønmez	SV	10	Male	Norsk		1961	No	Akershus	0230	Lørenskog
Gunn Bakke Kokkin	SV	11	Female	Norsk		1956	No	Akershus	0230	Lørenskog
Irene A Gartrup Benterud	SV	12	Female	Norsk		1952	No	Akershus	0230	Lørenskog
Geir Høibråten	SV	13	Male	Norsk		1965	No	Akershus	0230	Lørenskog
Grethe Wiik	SV	14	Female	Norsk		1957	No	Akershus	0230	Lørenskog
Sigurd Gunnarson Skår	SV	15	Male	Norsk		1939	No	Akershus	0230	Lørenskog
Anne Grønning	SV	16	Female	Norsk		1966	No	Akershus	0230	Lørenskog
Kjell Erik Berg	SV	17	Male	Norsk		1958	No	Akershus	0230	Lørenskog
Astrid Bergland	SV	18	Female	Norsk		1950	No	Akershus	0230	Lørenskog
Rolf Johannes Østrem	SV	19	Male	Norsk		1930	No	Akershus	0230	Lørenskog
Unni Aas	SV	20	Female	Norsk		1947	No	Akershus	0230	Lørenskog
Bjarne Asgrimplass	SV	21	Male	Norsk		1959	No	Akershus	0230	Lørenskog
Ruth Stareng	SV	22	Female	Norsk		1926	No	Akershus	0230	Lørenskog
Aage Olaf Wiik	SV	23	Male	Norsk		1931	No	Akershus	0230	Lørenskog
Bjørn Ivar Gran	V	1	Male	Norsk		1969	Yes	Akershus	0230	Lørenskog
Torild Jørgensen	V	2	Female	Norsk		1963	Yes	Akershus	0230	Lørenskog
Lisa Kara Fröyland	V	3	Female	Norsk		1974	Yes	Akershus	0230	Lørenskog
Lise Sandsbråten	V	4	Female	Norsk		1968	No	Akershus	0230	Lørenskog
Thomas Eidsjø	V	5	Male	Norsk		1976	No	Akershus	0230	Lørenskog
Ingvill Heramb	V	6	Female	Non	Indian	1962	No	Akershus	0230	Lørenskog
Ruth E Sandring Vilnes	V	7	Female	Norsk		1976	No	Akershus	0230	Lørenskog
Rolf Kanstad	V	8	Male	Norsk		1963	No	Akershus	0230	Lørenskog
Ola Govart Strømme	V	9	Male	Norsk		1959	No	Akershus	0230	Lørenskog
Goran Feizbakhsh	V	10	Male	Non	South Slavic	1987	No	Akershus	0230	Lørenskog
Frode Hofset	V	11	Male	Norsk		1953	No	Akershus	0230	Lørenskog
Kjersti Fransson Leiksett	V	12	Female	Norsk		1976	No	Akershus	0230	Lørenskog
Marit Kristine Hofset	V	13	Female	Norsk		1961	No	Akershus	0230	Lørenskog
Inger Johanne Tangen	V	14	Female	Norsk		1943	No	Akershus	0230	Lørenskog
Shakila Ashraf Nabi	V	15	Female	Non	Arabic	1975	No	Akershus	0230	Lørenskog
Trygve Baarlid	V	16	Male	Norsk		1931	No	Akershus	0230	Lørenskog
Ada Bakke	V	17	Female	Norsk		1945	No	Akershus	0230	Lørenskog
Alf Knutsen	V	18	Male	Norsk		1965	No	Akershus	0230	Lørenskog
Eystein Hanssen	V	19	Male	Norsk		1965	No	Akershus	0230	Lørenskog
Harald Aksel Njaa	V	20	Male	Norsk		1970	No	Akershus	0230	Lørenskog
Berit Noer Smedstad	V	21	Female	Norsk		1937	No	Akershus	0230	Lørenskog
Arnold Kyrre Martinsen	V	22	Male	Norsk		1955	No	Akershus	0230	Lørenskog
Guro Jensen Gjelland	V	23	Female	Norsk		1960	No	Akershus	0230	Lørenskog
Signy Rustlie	V	24	Female	Norsk		1938	No	Akershus	0230	Lørenskog
Karsten Molværsmyr	V	25	Male	Norsk		1952	No	Akershus	0230	Lørenskog
Ulf Nymoen	V	26	Male	Norsk		1947	No	Akershus	0230	Lørenskog
Erling Johan Abelsen	V	27	Male	Norsk		1934	No	Akershus	0230	Lørenskog
Helge Årøen	V	28	Male	Norsk		1940	No	Akershus	0230	Lørenskog
Åse Marit Leere Øiestad	V	29	Female	Norsk		1970	No	Akershus	0230	Lørenskog
Terje Brøsholen	V	30	Male	Norsk		1952	No	Akershus	0230	Lørenskog
Brita Barstad	V	31	Female	Norsk		1931	No	Akershus	0230	Lørenskog
Ole Jacob Flæten	AP	1	Male	Norsk		1953	Yes	Akershus	0231	Skedsmo
Runhild Aae Klausen	AP	2	Female	Norsk		1969	Yes	Akershus	0231	Skedsmo
Jørgen Vik	AP	3	Male	Norsk		1971	Yes	Akershus	0231	Skedsmo
Anne-Marie Lervik	AP	4	Female	Norsk		1950	Yes	Akershus	0231	Skedsmo
Øyvind Skaarer	AP	5	Male	Norsk		1968	Yes	Akershus	0231	Skedsmo
Inger Karin Johannessen	AP	6	Female	Norsk		1955	Yes	Akershus	0231	Skedsmo
Ulf Erik Bakke	AP	7	Male	Norsk		1967	No	Akershus	0231	Skedsmo
Vilde Lofthus Rooth	AP	8	Female	Norsk		1991	No	Akershus	0231	Skedsmo
Aage Jacobsen	AP	9	Male	Norsk		1945	No	Akershus	0231	Skedsmo
Martine Helen Rud Wood	AP	10	Female	Norsk		1979	No	Akershus	0231	Skedsmo
John Olav Fjeld	AP	11	Male	Norsk		1956	No	Akershus	0231	Skedsmo
Birgitte Kalvik	AP	12	Female	Norsk		1972	No	Akershus	0231	Skedsmo
Snorre Marthin Grimsby	AP	13	Male	Norsk		1970	No	Akershus	0231	Skedsmo
May Britt Øen	AP	14	Female	Norsk		1959	No	Akershus	0231	Skedsmo
Ketil Gulbrandsen	AP	15	Male	Norsk		1950	No	Akershus	0231	Skedsmo
Beate Kvien Flaa	AP	16	Female	Norsk		1990	No	Akershus	0231	Skedsmo
Helge Gundersen	AP	17	Male	Norsk		1953	No	Akershus	0231	Skedsmo
Adriana Cvjetkovic	AP	18	Female	Non	South Slavic	1979	No	Akershus	0231	Skedsmo
Per Martinsen	AP	19	Male	Norsk		1947	No	Akershus	0231	Skedsmo
Nina Fjeldheim Hoelsæter	AP	20	Female	Norsk		1972	No	Akershus	0231	Skedsmo
Lars Holmsen	AP	21	Male	Norsk		1965	No	Akershus	0231	Skedsmo
Heidi Rudshaug	AP	22	Female	Norsk		1965	No	Akershus	0231	Skedsmo
Steinar Hynne	AP	23	Male	Norsk		1952	No	Akershus	0231	Skedsmo
Eva Torill Strømsnes	AP	24	Female	Norsk		1957	No	Akershus	0231	Skedsmo
Dana Barzingi	AP	25	Male	Norsk		1990	No	Akershus	0231	Skedsmo
Kari Astrid Magnussen	AP	26	Female	Norsk		1960	No	Akershus	0231	Skedsmo
Martin Smedstad Foss	AP	27	Male	Norsk		1979	No	Akershus	0231	Skedsmo
Iselin Agnet Rud-Goksøyr	AP	28	Female	Norsk		1981	No	Akershus	0231	Skedsmo
Andreas Nybakken	AP	29	Male	Norsk		1985	No	Akershus	0231	Skedsmo
Anne Helene Brynildsen	AP	30	Female	Norsk		1948	No	Akershus	0231	Skedsmo
Sven Torjus Nuland	AP	31	Male	Norsk		1944	No	Akershus	0231	Skedsmo
Line M Haakenstad Dammyr	AP	32	Female	Norsk		1967	No	Akershus	0231	Skedsmo
Ali Akhtar	AP	33	Male	Non	Persian	1950	No	Akershus	0231	Skedsmo
Hanne Aurtande Hoff	AP	34	Female	Norsk		1973	No	Akershus	0231	Skedsmo
Kjell Omar Rud	AP	35	Male	Norsk		1953	No	Akershus	0231	Skedsmo
May Britt Haug	AP	36	Female	Norsk		1978	No	Akershus	0231	Skedsmo
Perica Maksimovic	AP	37	Male	Non	South Slavic	1962	No	Akershus	0231	Skedsmo
Turid Helene Sørum	AP	38	Female	Norsk		1948	No	Akershus	0231	Skedsmo
Frank Robert Elvik	AP	39	Male	Norsk		1968	No	Akershus	0231	Skedsmo
Kari Margrethe Thanem	AP	40	Female	Norsk		1956	No	Akershus	0231	Skedsmo
Gunnar S Kristiansen	AP	41	Male	Norsk		1970	No	Akershus	0231	Skedsmo
Kirsti Nossum	AP	42	Female	Norsk		1950	No	Akershus	0231	Skedsmo
Lars Andreas Uglem	AP	43	Male	Norsk		1971	No	Akershus	0231	Skedsmo
Therese Haugaard	AP	44	Female	Norsk		1976	No	Akershus	0231	Skedsmo
Vidar Lund	AP	45	Male	Norsk		1979	No	Akershus	0231	Skedsmo
Ann-Kristin Sigvartsen	AP	46	Female	Norsk		1966	No	Akershus	0231	Skedsmo
Øystein Gran Larsen	AP	47	Male	Norsk		1962	No	Akershus	0231	Skedsmo
Wieslawa Teresa Breivik	AP	48	Female	Norsk		1937	No	Akershus	0231	Skedsmo
Tom Holger G T Arnfinsen	AP	49	Male	Norsk		1967	No	Akershus	0231	Skedsmo
Anne Birgitte Holth	AP	50	Female	Norsk		1944	No	Akershus	0231	Skedsmo
Øystein Smestad	AP	51	Male	Norsk		1966	No	Akershus	0231	Skedsmo
Kjell Andre Brandal	AP	52	Male	Norsk		1959	No	Akershus	0231	Skedsmo
Anita Sigvartsen Orlund	AP	53	Female	Norsk		1964	No	Akershus	0231	Skedsmo
Eivind Fagge	FRBB	1	Male	Norsk		1961	Yes	Akershus	0231	Skedsmo
Elin F Kristiansen	FRBB	2	Female	Norsk		1977	Yes	Akershus	0231	Skedsmo
Bjørn Kristian Ødegaard	FRBB	3	Male	Norsk		1938	Yes	Akershus	0231	Skedsmo
Gunnar Harald Bergedal	FRBB	4	Male	Norsk		1943	Yes	Akershus	0231	Skedsmo
Henrik Syvertsen	FRBB	5	Male	Norsk		1969	Yes	Akershus	0231	Skedsmo
Arild Amundsen	FRBB	6	Male	Norsk		1948	Yes	Akershus	0231	Skedsmo
Liv Sigrid Løhre	FRBB	7	Female	Norsk		1945	No	Akershus	0231	Skedsmo
Svein Einar Dehli	FRBB	8	Male	Norsk		1939	No	Akershus	0231	Skedsmo
Arne Sundt Espeland	FRBB	9	Male	Norsk		1948	No	Akershus	0231	Skedsmo
Wenche Slydal	FRBB	10	Female	Norsk		1953	No	Akershus	0231	Skedsmo
Manoucher Ghassemi	FRBB	11	Male	Non	Persian	1957	No	Akershus	0231	Skedsmo
Jan Erik Frogner	FRBB	12	Male	Norsk		1941	No	Akershus	0231	Skedsmo
Siri Mo	FRBB	13	Female	Norsk		1944	No	Akershus	0231	Skedsmo
Per Erik Hverven	FRBB	14	Male	Norsk		1951	No	Akershus	0231	Skedsmo
Berit Helene Lekvold	FRBB	15	Female	Norsk		1939	No	Akershus	0231	Skedsmo
Karin Seljetun Ruud	FRBB	16	Female	Norsk		1939	No	Akershus	0231	Skedsmo
Dagfinn Asak	FRBB	17	Male	Norsk		1957	No	Akershus	0231	Skedsmo
Rolf Hansen	FRBB	18	Male	Norsk		1941	No	Akershus	0231	Skedsmo
Elahe Bani Ardalan	FRBB	19	Female	Non	Kurdish	1956	No	Akershus	0231	Skedsmo
Vendela Fremstad	FRBB	20	Female	Norsk		1962	No	Akershus	0231	Skedsmo
Bita Iranmanesh	FRBB	21	Female	Non	Persian	1981	No	Akershus	0231	Skedsmo
Vibeke Alnes	FRBB	22	Female	Norsk		1971	No	Akershus	0231	Skedsmo
Otto Arvid Holt	FRBB	23	Male	Norsk		1945	No	Akershus	0231	Skedsmo
Mette Lisbet Myhre	FRBB	24	Female	Norsk		1944	No	Akershus	0231	Skedsmo
Anne-Lise Amundsen	FRBB	25	Female	Norsk		1951	No	Akershus	0231	Skedsmo
Arne Henrik Ruud	FRBB	26	Male	Norsk		1938	No	Akershus	0231	Skedsmo
Ole Gunnar Hagen	FRBB	27	Male	Norsk		1939	No	Akershus	0231	Skedsmo
Ellen May Halvorsen	FRBB	28	Female	Norsk		1941	No	Akershus	0231	Skedsmo
Jan Willy Mannerud	FRBB	29	Male	Norsk		1944	No	Akershus	0231	Skedsmo
Reidar Mo	FRBB	30	Male	Norsk		1943	No	Akershus	0231	Skedsmo
Anne-Marie Skjellum Moen	FRBB	31	Female	Norsk		1937	No	Akershus	0231	Skedsmo
Oddfrid Gunvor Lund	FRBB	32	Female	Norsk		1935	No	Akershus	0231	Skedsmo
Gustavo Garcia	FRBB	33	Male	Non	Spanish	1977	No	Akershus	0231	Skedsmo
Unni H Aarmo Westvang	FRBB	34	Female	Norsk		1946	No	Akershus	0231	Skedsmo
Per Sæther	FRBB	35	Male	Norsk		1936	No	Akershus	0231	Skedsmo
Trude Wethe	FRBB	36	Female	Norsk		1978	No	Akershus	0231	Skedsmo
Ivar Paul Lund	FRBB	37	Male	Norsk		1933	No	Akershus	0231	Skedsmo
Aase Mannerud	FRBB	38	Female	Norsk		1947	No	Akershus	0231	Skedsmo
Klaus Victor Wærpen	FRBB	39	Male	Norsk		1951	No	Akershus	0231	Skedsmo
Edvin Bentestuen	FRBB	40	Male	Norsk		1945	No	Akershus	0231	Skedsmo
Martin K Kristiansen	FRBB	41	Male	Norsk		1951	No	Akershus	0231	Skedsmo
Henning Schou Kristiansen	FRBB	42	Male	Norsk		1946	No	Akershus	0231	Skedsmo
Knut Edmund Sæther	FRBB	43	Male	Norsk		1948	No	Akershus	0231	Skedsmo
Svein Egil Johansen	FRBB	44	Male	Norsk		1966	No	Akershus	0231	Skedsmo
Viggo Thoresen	FRBB	45	Male	Norsk		1946	No	Akershus	0231	Skedsmo
Christian Syvertsen	FRBB	46	Male	Norsk		1974	No	Akershus	0231	Skedsmo
Dorte Lillevik Jensen	FRBB	47	Female	Norsk		1969	No	Akershus	0231	Skedsmo
Per-Ole Jakobsen	FRBB	48	Male	Norsk		1954	No	Akershus	0231	Skedsmo
Thurid Sæther	FRBB	49	Female	Norsk		1939	No	Akershus	0231	Skedsmo
Kari Davidsen	FRBB	50	Female	Norsk		1940	No	Akershus	0231	Skedsmo
Roar Nielsen	FRBB	51	Male	Norsk		1947	No	Akershus	0231	Skedsmo
Egil Finckenhagen Folden	FRBB	52	Male	Norsk		1936	No	Akershus	0231	Skedsmo
Arne Halvorsen	FRBB	53	Male	Norsk		1937	No	Akershus	0231	Skedsmo
Tone Irén Liljeroth	FRP	1	Female	Norsk		1975	Yes	Akershus	0231	Skedsmo
Øyvind Lensnes	FRP	2	Male	Norsk		1959	Yes	Akershus	0231	Skedsmo
Tone E Helder-Antonsen	FRP	3	Female	Norsk		1968	Yes	Akershus	0231	Skedsmo
Himanshu Gulati	FRP	4	Male	Norsk		1988	Yes	Akershus	0231	Skedsmo
Marianne Opsahl Nysæter	FRP	5	Female	Norsk		1965	No	Akershus	0231	Skedsmo
Glenn Simon Nerdal	FRP	6	Male	Norsk		1985	No	Akershus	0231	Skedsmo
Bjørn Bjørnholdt	FRP	7	Male	Norsk		1951	No	Akershus	0231	Skedsmo
Harald Schulerud	FRP	8	Male	Norsk		1967	No	Akershus	0231	Skedsmo
Kari Wahl	FRP	9	Female	Norsk		1950	No	Akershus	0231	Skedsmo
Anneth Holm	FRP	10	Female	Norsk		1979	No	Akershus	0231	Skedsmo
Terje Sletvold Aas	FRP	11	Male	Norsk		1968	No	Akershus	0231	Skedsmo
Stein Knarvang	FRP	12	Male	Norsk		1963	No	Akershus	0231	Skedsmo
Gro Bekkhus	FRP	13	Female	Norsk		1957	No	Akershus	0231	Skedsmo
Per Martin Eriksen	FRP	14	Male	Norsk		1949	No	Akershus	0231	Skedsmo
Jan Erik Berg	FRP	15	Male	Norsk		1963	No	Akershus	0231	Skedsmo
Thor-Erik Støvland	FRP	16	Male	Norsk		1988	No	Akershus	0231	Skedsmo
Daniel Jhoty-Borge	FRP	17	Male	Non	Indian	1977	No	Akershus	0231	Skedsmo
Wenche Heiberg	FRP	18	Female	Norsk		1956	No	Akershus	0231	Skedsmo
John Johansen	FRP	19	Male	Norsk		1960	No	Akershus	0231	Skedsmo
Glenn Røed	FRP	20	Male	Norsk		1978	No	Akershus	0231	Skedsmo
Håkon Nordnes Lensnes	FRP	21	Male	Norsk		1990	No	Akershus	0231	Skedsmo
Jon Vidar Ukkestad	FRP	22	Male	Norsk		1957	No	Akershus	0231	Skedsmo
Ole-Martin Heiberg	FRP	23	Male	Norsk		1951	No	Akershus	0231	Skedsmo
Frank Finstad	FRP	24	Male	Norsk		1964	No	Akershus	0231	Skedsmo
Arne Børre Holli	FRP	25	Male	Norsk		1971	No	Akershus	0231	Skedsmo
Arind Kolbjørn Foss	FRP	26	Male	Norsk		1965	No	Akershus	0231	Skedsmo
Tom Reidar Hungerholt	FRP	27	Male	Norsk		1954	No	Akershus	0231	Skedsmo
Helge Snilsberg	FRP	28	Male	Norsk		1964	No	Akershus	0231	Skedsmo
Trond Øyvind Kjølsrud	FRP	29	Male	Norsk		1971	No	Akershus	0231	Skedsmo
Steffen René Dahle	FRP	30	Male	Norsk		1986	No	Akershus	0231	Skedsmo
Jo Løvbrøtte	FRP	31	Male	Norsk		1959	No	Akershus	0231	Skedsmo
Roar Forfang	FRP	32	Male	Norsk		1970	No	Akershus	0231	Skedsmo
Dag Rune Øverdal	FRP	33	Male	Norsk		1966	No	Akershus	0231	Skedsmo
Rolf Normann Sæbø	FRP	34	Male	Norsk		1957	No	Akershus	0231	Skedsmo
Bjørn Lensnes	FRP	35	Male	Norsk		1962	No	Akershus	0231	Skedsmo
Sven Arild Bjørnstad	FRP	36	Male	Norsk		1969	No	Akershus	0231	Skedsmo
Hilde K Herlung Olufsen	FRP	37	Female	Norsk		1964	No	Akershus	0231	Skedsmo
Solveig Finsrud	FRP	38	Female	Norsk		1941	No	Akershus	0231	Skedsmo
Stein Gunnar Sørlie	FRP	39	Male	Norsk		1950	No	Akershus	0231	Skedsmo
Kjartan Berland	H	1	Male	Norsk		1972	Yes	Akershus	0231	Skedsmo
Inger Hegna	H	2	Female	Norsk		1961	Yes	Akershus	0231	Skedsmo
Trine Britt Nordstrøm	H	3	Female	Norsk		1959	Yes	Akershus	0231	Skedsmo
Tore Vamraak	H	4	Male	Norsk		1980	No	Akershus	0231	Skedsmo
Øyvind Tronier Halvorsen	H	5	Male	Norsk		1984	No	Akershus	0231	Skedsmo
Trine Wollum	H	6	Female	Norsk		1961	No	Akershus	0231	Skedsmo
Steinar Robert Skånhaug	H	7	Male	Norsk		1949	No	Akershus	0231	Skedsmo
Harald Trosvik	H	8	Male	Norsk		1958	No	Akershus	0231	Skedsmo
Bente Moen Torgersen	H	9	Female	Norsk		1960	No	Akershus	0231	Skedsmo
Normann Støylen	H	10	Male	Norsk		1955	No	Akershus	0231	Skedsmo
Richard Schiørn	H	11	Male	Norsk		1945	No	Akershus	0231	Skedsmo
Trine Lunemann Reitehaug	H	12	Female	Norsk		1973	No	Akershus	0231	Skedsmo
Bjørn Olav Haram Knutsen	H	13	Male	Norsk		1964	No	Akershus	0231	Skedsmo
Finn-Eirik W Eilertsen	H	14	Male	Norsk		1957	No	Akershus	0231	Skedsmo
Gunnar Ådne Gullbekk	H	15	Male	Norsk		1940	No	Akershus	0231	Skedsmo
Turid Lillian Østreng	H	16	Female	Norsk		1957	No	Akershus	0231	Skedsmo
Bjørn Arne Tronier	H	17	Male	Norsk		1952	No	Akershus	0231	Skedsmo
Pia Lill Lyse	H	18	Female	Norsk		1974	No	Akershus	0231	Skedsmo
Asle Kjartan Johansen	H	19	Male	Norsk		1948	No	Akershus	0231	Skedsmo
Geir Magne Tallaksen	H	20	Male	Norsk		1961	No	Akershus	0231	Skedsmo
Camilla Monge Velle	H	21	Female	Norsk		1976	No	Akershus	0231	Skedsmo
Jan Petter Myrvold	H	22	Male	Norsk		1967	No	Akershus	0231	Skedsmo
Per Erling Løkken	H	23	Male	Norsk		1971	No	Akershus	0231	Skedsmo
Ole Morten Asak	H	24	Male	Norsk		1955	No	Akershus	0231	Skedsmo
Jorunn Kari T Nørstenes	H	25	Female	Norsk		1935	No	Akershus	0231	Skedsmo
Leif-Inge A Westbø	H	26	Male	Norsk		1983	No	Akershus	0231	Skedsmo
Stian Askmann	H	27	Male	Norsk		1978	No	Akershus	0231	Skedsmo
Trine Lie Johansen	H	28	Female	Norsk		1950	No	Akershus	0231	Skedsmo
Stig Ottar Falk-Birkeland	H	29	Male	Norsk		1972	No	Akershus	0231	Skedsmo
Pål Bergdahl	H	30	Male	Norsk		1966	No	Akershus	0231	Skedsmo
Tone Lauvstad	H	31	Female	Norsk		1956	No	Akershus	0231	Skedsmo
Per Oskar Skjefstad	H	32	Male	Norsk		1939	No	Akershus	0231	Skedsmo
Toril Elisabeth Paasche	H	33	Female	Norsk		1944	No	Akershus	0231	Skedsmo
Mohammad Navid Malik	H	34	Male	Non	Persian	1966	No	Akershus	0231	Skedsmo
Vera Ellen Pedersen	H	35	Female	Norsk		1955	No	Akershus	0231	Skedsmo
Jorun Parborg	H	36	Female	Norsk		1942	No	Akershus	0231	Skedsmo
Atle Løken Edvardsen	H	37	Male	Norsk		1974	No	Akershus	0231	Skedsmo
Rita Langdalen	H	38	Female	Norsk		1948	No	Akershus	0231	Skedsmo
Stein Erik Nordmo	H	39	Male	Norsk		1966	No	Akershus	0231	Skedsmo
Brith Anne L S Skjefstad	H	40	Female	Norsk		1942	No	Akershus	0231	Skedsmo
Eli Karstad Blomseth	H	41	Female	Norsk		1947	No	Akershus	0231	Skedsmo
Sverre Aagaard Erichsen	H	42	Male	Norsk		1946	No	Akershus	0231	Skedsmo
Iwona Maria Kapczynska	H	43	Female	Non	West Slavic	1962	No	Akershus	0231	Skedsmo
Kåre Inge Trelnes	H	44	Male	Norsk		1973	No	Akershus	0231	Skedsmo
Jan Helge Fosse	H	45	Male	Norsk		1953	No	Akershus	0231	Skedsmo
Svein Olav Jacobsen	KRF	1	Male	Norsk		1949	Yes	Akershus	0231	Skedsmo
Lisbeth Gamre Skulstad	KRF	2	Female	Norsk		1963	No	Akershus	0231	Skedsmo
Arild Haugen	KRF	3	Male	Norsk		1969	No	Akershus	0231	Skedsmo
Margarethe G Hamrin	KRF	4	Female	Norsk		1963	No	Akershus	0231	Skedsmo
Jørgen Baade	KRF	5	Male	Norsk		1965	No	Akershus	0231	Skedsmo
Vibeke Normann	KRF	6	Female	Norsk		1984	No	Akershus	0231	Skedsmo
Håvard Leth Ramstad	KRF	7	Male	Norsk		1967	No	Akershus	0231	Skedsmo
Heidi Ørnes Eide	KRF	8	Female	Norsk		1973	No	Akershus	0231	Skedsmo
Andreas Skulstad	KRF	9	Male	Norsk		1993	No	Akershus	0231	Skedsmo
